date,mktrf,smb,hml,rf,umd
19600104,-0.000300,0.006000,0.007000,0.00017,-0.007900
19600105,0.007800,-0.004100,0.005400,0.00017,-0.004700
19600106,-0.004700,0.001300,0.003800,0.00017,0.000700
19600107,-0.006500,0.003700,0.000900,0.00017,-0.002900
19600108,-0.003300,0.001800,0.001000,0.00017,-0.004300
19600111,-0.011500,0.004800,0.003200,0.00017,-0.001100
19600112,-0.005800,0.000100,0.004400,0.00017,-0.005100
19600113,-0.005300,0.003700,0.000500,0.00017,-0.000200
19600114,0.005600,-0.002000,0.001400,0.00017,-0.001200
19600115,0.000100,0.003800,0.001300,0.00017,0.001800
19600118,-0.008400,0.002200,-0.002300,0.00017,-0.002500
19600119,-0.010000,0.000100,0.002500,0.00017,-0.002700
19600120,-0.003000,0.001800,0.000800,0.00017,0.001400
19600121,0.002200,0.000300,0.002300,0.00017,0.001200
19600122,0.002800,0.000400,-0.002400,0.00017,-0.000800
19600125,-0.010500,-0.001400,-0.000900,0.00017,-0.002300
19600126,0.001500,-0.001800,0.001600,0.00017,-0.000600
19600127,-0.002800,-0.000200,0.001300,0.00017,-0.000400
19600128,-0.010000,0.004200,-0.001700,0.00017,-0.001600
19600129,-0.009700,-0.002800,-0.000700,0.00017,-0.006600
19600201,0.005000,-0.005100,-0.002200,0.00014,0.000700
19600202,0.015400,-0.001700,-0.004400,0.00014,0.011200
19600203,-0.008300,0.003100,-0.000200,0.00014,0.000900
19600204,-0.000800,-0.000800,0.001900,0.00014,0.000400
19600205,-0.004900,-0.003000,-0.000200,0.00014,-0.001800
19600208,-0.010100,0.000700,-0.000500,0.00014,-0.002300
19600209,0.008900,-0.001100,-0.000500,0.00014,0.000300
19600210,-0.005700,0.003600,0.000900,0.00014,0.000400
19600211,-0.005100,0.002500,0.003900,0.00014,-0.001200
19600212,0.004500,-0.003700,0.001700,0.00014,0.001200
19600215,-0.005000,0.002400,0.001100,0.00014,-0.001300
19600216,-0.008800,-0.002400,-0.002200,0.00014,-0.000700
19600217,0.006300,0.000500,-0.002400,0.00014,-0.001800
19600218,0.013700,0.000800,-0.004900,0.00014,-0.000900
19600219,0.007200,-0.000900,0.001400,0.00014,0.002600
19600223,-0.005000,0.004300,-0.002000,0.00014,0.004900
19600224,-0.002900,0.002700,-0.001800,0.00014,0.003200
19600225,0.004500,0.000400,0.001400,0.00014,0.004100
19600226,0.004200,0.001900,-0.005300,0.00014,0.002900
19600229,-0.000800,0.000800,-0.004900,0.00014,0.002000
19600301,-0.001500,0.001300,-0.002200,0.00015,0.001100
19600302,-0.007100,-0.000500,-0.001500,0.00015,-0.001100
19600303,-0.015400,-0.000600,-0.003300,0.00015,-0.002500
19600304,-0.003900,-0.004800,-0.005800,0.00015,-0.001000
19600307,-0.011000,0.001600,-0.001400,0.00015,0.000400
19600308,-0.009400,-0.002600,-0.001500,0.00015,-0.001200
19600309,0.011000,-0.001500,0.003200,0.00015,0.004000
19600310,-0.003400,0.005200,0.003100,0.00015,0.000000
19600311,0.007300,0.001000,-0.000400,0.00015,-0.001100
19600314,0.001800,0.000400,-0.001300,0.00015,0.004100
19600315,0.007800,-0.003000,0.000500,0.00015,-0.000100
19600316,0.005200,0.001000,0.000400,0.00015,-0.002400
19600317,-0.001800,0.002100,-0.002800,0.00015,0.000100
19600318,0.000600,0.000800,-0.002500,0.00015,0.000700
19600321,0.000900,-0.002900,-0.002300,0.00015,-0.000200
19600322,0.003600,-0.004400,-0.000300,0.00015,0.004100
19600323,0.007600,-0.003200,-0.002500,0.00015,-0.002500
19600324,0.004100,-0.001200,0.004100,0.00015,0.000100
19600325,0.000000,0.001200,-0.003000,0.00015,0.000700
19600328,-0.002400,-0.000200,-0.000100,0.00015,0.002000
19600329,-0.002000,0.002600,-0.004200,0.00015,0.002800
19600330,-0.001600,0.003100,-0.003900,0.00015,0.005100
19600331,-0.006300,-0.000200,-0.002300,0.00015,0.001700
19600401,0.002000,-0.001000,-0.001800,0.00010,-0.000100
19600404,0.001800,-0.001200,-0.003700,0.00010,0.002200
19600405,0.005400,-0.003800,-0.002100,0.00010,0.003500
19600406,0.010100,-0.004100,-0.000700,0.00010,-0.002100
19600407,0.000700,0.001900,-0.000500,0.00010,0.000500
19600408,-0.002100,0.000900,0.002500,0.00010,-0.000300
19600411,-0.003900,-0.000400,0.001000,0.00010,0.001900
19600412,0.002200,-0.001500,-0.001000,0.00010,-0.000300
19600413,-0.000300,0.002200,-0.004400,0.00010,0.002700
19600414,0.002600,0.000900,-0.002500,0.00010,0.006000
19600418,0.002300,-0.001800,-0.002800,0.00010,0.005500
19600419,-0.007400,0.000600,0.000500,0.00010,0.003200
19600420,-0.011700,0.004900,0.001500,0.00010,-0.003200
19600421,0.003400,-0.000200,-0.002300,0.00010,-0.000300
19600422,-0.002700,0.003400,-0.001100,0.00010,0.004100
19600425,-0.010200,0.001700,-0.000700,0.00010,0.000800
19600426,0.003600,-0.000200,-0.004500,0.00010,0.003700
19600427,-0.000300,-0.000700,-0.000200,0.00010,0.002200
19600428,-0.008600,-0.000800,0.000200,0.00010,-0.001000
19600429,-0.003500,0.002300,-0.001000,0.00010,0.002300
19600502,-0.005100,-0.001800,-0.004200,0.00013,0.000400
19600503,0.013600,-0.005300,-0.001300,0.00013,-0.001400
19600504,0.004100,-0.000700,-0.000700,0.00013,0.001600
19600505,-0.003300,0.001500,-0.002300,0.00013,0.004600
19600506,-0.001200,0.003700,-0.001500,0.00013,0.000000
19600509,0.001100,0.001700,-0.005900,0.00013,0.001500
19600510,-0.005800,0.002300,-0.004500,0.00013,0.006000
19600511,0.002300,-0.003300,0.000900,0.00013,0.001000
19600512,0.005400,0.003800,0.000400,0.00013,0.000200
19600513,0.008900,0.001500,0.002000,0.00013,-0.001200
19600516,-0.000800,0.002700,-0.004300,0.00013,0.000400
19600517,0.003700,-0.001800,0.000300,0.00013,-0.005400
19600518,0.000200,-0.004400,-0.000800,0.00013,-0.004300
19600519,0.004300,-0.000600,0.001100,0.00013,-0.005200
19600520,0.002000,-0.001500,0.006800,0.00013,0.003100
19600523,-0.000800,0.000200,0.002400,0.00013,0.004500
19600524,-0.000600,0.005000,-0.004500,0.00013,0.008300
19600525,-0.000400,0.005500,-0.005700,0.00013,0.011800
19600526,0.000800,0.001400,-0.006300,0.00013,0.009300
19600527,0.000700,0.000800,0.001200,0.00013,0.007400
19600531,0.001600,0.001100,-0.009200,0.00013,0.009000
19600601,0.001600,-0.001800,-0.004200,0.00011,0.008600
19600602,0.003600,-0.006500,0.004900,0.00011,-0.002700
19600603,0.001900,-0.002500,0.003200,0.00011,-0.004000
19600606,0.011200,-0.007700,0.006300,0.00011,-0.013500
19600607,0.009600,-0.002900,-0.001000,0.00011,-0.007700
19600608,0.007500,0.001300,0.001000,0.00011,-0.000600
19600609,0.001100,-0.000900,-0.000700,0.00011,0.003700
19600610,0.000600,-0.000100,-0.000900,0.00011,0.002400
19600613,0.000600,0.000300,0.000200,0.00011,0.005400
19600614,-0.000100,0.000400,-0.005500,0.00011,0.009400
19600615,-0.005400,0.004800,-0.001200,0.00011,0.004500
19600616,-0.001000,0.003100,-0.003400,0.00011,0.001700
19600617,-0.001000,0.002000,-0.001700,0.00011,0.000100
19600620,-0.003800,0.003800,-0.001600,0.00011,-0.002000
19600621,-0.001000,-0.003300,0.003000,0.00011,-0.002400
19600622,0.002100,-0.001600,0.007200,0.00011,-0.004000
19600623,0.004600,-0.002100,0.001500,0.00011,-0.000700
19600624,0.001500,-0.000300,0.000200,0.00011,0.000500
19600627,-0.005600,0.005200,-0.003900,0.00011,0.007400
19600628,-0.007000,0.002800,-0.003500,0.00011,0.003800
19600629,0.000400,0.001100,-0.003200,0.00011,-0.001300
19600630,-0.000600,0.001900,-0.000700,0.00011,0.002800
19600701,0.002400,0.002700,-0.001400,0.00007,0.001800
19600705,-0.001100,-0.001400,0.000500,0.00007,0.001400
19600706,-0.001600,-0.003700,0.003600,0.00007,-0.001800
19600707,0.005300,0.000200,0.000100,0.00007,-0.001700
19600708,0.002600,-0.001200,0.002400,0.00007,-0.000100
19600711,-0.008900,0.002100,0.001100,0.00007,-0.001900
19600712,-0.010700,-0.000800,0.007400,0.00007,-0.002400
19600713,-0.002600,0.000600,0.004300,0.00007,-0.001600
19600714,0.000100,-0.000600,-0.003300,0.00007,0.002200
19600715,-0.000500,0.000900,0.002600,0.00007,0.003100
19600718,-0.006200,-0.002400,0.004800,0.00007,-0.003300
19600719,0.000200,-0.000500,0.001000,0.00007,-0.000800
19600720,-0.001500,0.004200,-0.001900,0.00007,-0.000200
19600721,-0.008700,0.003300,0.000600,0.00007,0.001200
19600722,-0.006900,-0.002300,0.003700,0.00007,-0.001500
19600725,-0.011100,-0.001200,-0.002000,0.00007,-0.003100
19600726,0.007000,-0.001600,-0.002100,0.00007,0.004000
19600727,-0.006600,-0.001900,0.001600,0.00007,0.000100
19600728,0.008100,-0.000700,0.002200,0.00007,-0.001800
19600729,0.017400,-0.000900,-0.004300,0.00007,0.004400
19600801,-0.000500,-0.000400,-0.000700,0.00007,0.001500
19600802,-0.008200,0.000400,0.002100,0.00007,0.000100
19600803,-0.005300,0.002600,-0.000200,0.00007,0.002600
19600804,0.003100,-0.003100,-0.000800,0.00007,0.002000
19600805,0.010400,-0.001100,0.000600,0.00007,0.000300
19600808,0.001900,0.000300,0.001400,0.00007,-0.001400
19600809,0.005600,-0.004300,0.005400,0.00007,-0.003000
19600810,0.004200,0.001400,0.000800,0.00007,0.000400
19600811,0.004100,0.003000,-0.001700,0.00007,0.002400
19600812,0.006800,0.001700,-0.000800,0.00007,-0.004400
19600815,-0.000200,-0.000700,0.001100,0.00007,0.001600
19600816,0.002400,0.002900,-0.002300,0.00007,0.003400
19600817,0.003000,0.001500,-0.002600,0.00007,0.003400
19600818,-0.000100,0.000000,-0.000800,0.00007,0.000400
19600819,0.003200,-0.002700,0.001000,0.00007,0.000500
19600822,0.002800,-0.001300,0.000000,0.00007,-0.000700
19600823,0.009100,-0.004100,0.002600,0.00007,-0.006600
19600824,0.005000,-0.001600,0.000400,0.00007,-0.005700
19600825,-0.004300,0.002700,0.001900,0.00007,0.005300
19600826,-0.002900,0.004000,-0.000800,0.00007,0.002900
19600829,-0.002300,0.000600,-0.000900,0.00007,0.008400
19600830,-0.010200,0.006600,-0.005500,0.00007,0.004900
19600831,0.002200,0.000400,-0.001600,0.00007,0.002100
19600901,0.002200,0.001300,-0.002300,0.00008,0.008600
19600902,-0.001000,0.000900,0.001000,0.00008,-0.001100
19600906,-0.009000,-0.001100,0.000900,0.00008,-0.000300
19600907,-0.012200,0.000800,0.003200,0.00008,0.001400
19600908,-0.000400,0.001000,0.001600,0.00008,0.003700
19600909,0.006000,-0.001300,0.000500,0.00008,0.001500
19600912,-0.006500,-0.000300,-0.000700,0.00008,-0.000400
19600913,0.001600,-0.002800,0.002000,0.00008,0.001800
19600914,-0.007500,0.000600,-0.001600,0.00008,0.000500
19600915,-0.004000,-0.002000,0.000500,0.00008,-0.001900
19600916,-0.001800,-0.000700,0.004100,0.00008,-0.001100
19600919,-0.022900,-0.002100,0.006800,0.00008,-0.014600
19600920,0.002800,-0.001400,-0.002300,0.00008,0.002800
19600921,0.010500,0.000200,-0.003200,0.00008,0.004200
19600922,-0.003800,0.003000,-0.000300,0.00008,0.004900
19600923,-0.009100,0.001000,-0.000200,0.00008,-0.001300
19600926,-0.014800,-0.006100,0.007400,0.00008,-0.009100
19600927,-0.002900,0.000400,-0.000500,0.00008,0.001800
19600928,-0.008700,-0.003400,0.002300,0.00008,-0.003000
19600929,0.002800,-0.001500,0.001000,0.00008,0.000600
19600930,0.017800,0.002200,-0.003300,0.00008,0.001200
19601003,-0.002700,-0.001900,0.001500,0.00010,0.002800
19601004,-0.007500,-0.002400,0.002300,0.00010,0.003800
19601005,0.006900,-0.005900,0.003800,0.00010,-0.001300
19601006,0.005900,0.001900,-0.000800,0.00010,0.001400
19601007,0.005500,-0.002700,-0.001200,0.00010,0.000100
19601010,0.001300,-0.000700,-0.002000,0.00010,0.002900
19601011,0.001000,-0.002700,0.002300,0.00010,0.002200
19601012,-0.001300,-0.002200,0.004900,0.00010,-0.001200
19601013,0.008300,-0.004100,0.000600,0.00010,0.002300
19601014,0.005300,-0.000100,-0.000500,0.00010,-0.001700
19601017,-0.003600,0.001300,0.002600,0.00010,-0.001500
19601018,-0.005200,0.001300,0.001100,0.00010,0.004900
19601019,-0.002100,-0.000900,0.001400,0.00010,0.000500
19601020,-0.008000,-0.000400,0.003100,0.00010,-0.001300
19601021,-0.010000,-0.002900,0.005900,0.00010,-0.002300
19601024,-0.012900,-0.008300,0.005100,0.00010,0.003900
19601025,-0.007500,-0.002600,0.003200,0.00010,0.000600
19601026,0.014300,-0.001600,-0.005300,0.00010,-0.001000
19601027,0.011200,-0.002800,-0.002100,0.00010,-0.002900
19601028,-0.004600,0.001000,0.001300,0.00010,0.000200
19601031,-0.000800,-0.005000,0.001600,0.00010,0.001600
19601101,0.009900,-0.001000,-0.006000,0.00007,-0.003300
19601102,0.005200,-0.002100,0.003500,0.00007,-0.002500
19601103,0.004200,-0.001700,0.004400,0.00007,-0.004700
19601104,0.008500,-0.001700,-0.001300,0.00007,-0.004300
19601107,0.004000,-0.002700,-0.001400,0.00007,-0.003600
19601109,0.004200,-0.004300,-0.000900,0.00007,-0.000900
19601110,0.014200,0.006100,-0.007500,0.00007,-0.008600
19601111,-0.004400,0.007800,-0.000800,0.00007,0.003000
19601114,-0.003900,0.000900,0.000300,0.00007,0.007700
19601115,0.004900,-0.002500,-0.000400,0.00007,0.004200
19601116,-0.001700,0.000200,-0.002400,0.00007,0.004100
19601117,-0.002600,-0.000700,0.000500,0.00007,0.006500
19601118,0.005200,-0.000900,-0.003300,0.00007,0.005500
19601121,0.002800,-0.002300,-0.000900,0.00007,0.006300
19601122,-0.003400,0.003700,-0.005700,0.00007,0.002800
19601123,0.002300,0.001500,-0.000400,0.00007,0.004400
19601125,0.006600,0.000100,-0.004700,0.00007,0.001900
19601128,-0.001200,0.003000,-0.000300,0.00007,0.005800
19601129,-0.003300,-0.000500,0.001500,0.00007,0.005000
19601130,-0.005100,0.000600,0.002300,0.00007,0.005800
19601201,-0.003900,-0.000200,-0.000100,0.00007,0.005400
19601202,0.001600,0.004900,-0.002600,0.00007,0.003500
19601205,-0.001900,-0.000600,0.000600,0.00007,0.007900
19601206,0.004600,-0.002700,-0.000400,0.00007,-0.000300
19601207,0.009400,-0.001000,-0.001800,0.00007,-0.005800
19601208,0.002200,-0.000400,0.000000,0.00007,0.001600
19601209,0.008900,-0.000200,-0.001600,0.00007,-0.011600
19601212,0.003800,0.000400,-0.003100,0.00007,-0.002600
19601213,0.001300,-0.000600,-0.003000,0.00007,0.001400
19601214,-0.000800,0.002400,-0.003300,0.00007,0.001600
19601215,-0.002000,0.003200,0.002200,0.00007,-0.000300
19601216,0.009100,-0.006000,-0.000300,0.00007,-0.006200
19601219,-0.001300,0.001400,-0.004400,0.00007,0.003400
19601220,-0.000700,0.001000,-0.003300,0.00007,0.001400
19601221,0.007200,-0.006800,0.000200,0.00007,0.006400
19601222,-0.002600,-0.001500,0.008900,0.00007,-0.003600
19601223,0.000600,0.001800,-0.000800,0.00007,-0.003900
19601227,0.001400,-0.004300,0.001400,0.00007,0.005400
19601228,0.004000,-0.002900,0.001100,0.00007,0.000600
19601229,0.004800,-0.002600,0.002100,0.00007,0.000800
19601230,0.000600,-0.000200,0.000100,0.00007,0.002800
19610103,-0.008800,0.004500,0.007400,0.00009,-0.016200
19610104,0.013100,-0.001700,0.004100,0.00009,-0.020300
19610105,0.003900,0.004900,0.007600,0.00009,-0.005300
19610106,-0.001100,0.002700,0.001200,0.00009,0.001900
19610109,0.005900,0.003600,0.006500,0.00009,-0.010400
19610110,0.002500,0.001300,0.000600,0.00009,-0.004800
19610111,0.002900,0.000300,0.001700,0.00009,0.004700
19610112,0.002900,0.002000,0.002500,0.00009,-0.000100
19610113,0.004200,-0.001800,-0.000400,0.00009,-0.002100
19610116,-0.000400,0.001200,-0.000700,0.00009,0.001100
19610117,-0.003600,0.001800,0.002800,0.00009,0.006700
19610118,0.006500,0.002800,0.003200,0.00009,-0.005300
19610119,0.001600,-0.001700,0.004000,0.00009,-0.001300
19610120,0.003600,0.001600,-0.001000,0.00009,-0.002600
19610123,0.005100,-0.000400,0.001600,0.00009,0.001400
19610124,0.002300,-0.003200,-0.003800,0.00009,0.005800
19610125,0.000700,-0.002600,0.000000,0.00009,0.004200
19610126,0.001100,-0.002600,-0.003000,0.00009,0.002500
19610127,0.009300,-0.002000,0.001500,0.00009,-0.001700
19610130,0.011700,-0.003900,-0.003400,0.00009,-0.003200
19610131,-0.003100,-0.001000,0.002000,0.00009,0.001000
19610201,0.003100,0.000800,0.001600,0.00008,-0.001400
19610202,0.006800,0.002900,-0.001400,0.00008,0.001800
19610203,-0.001600,0.002500,0.000900,0.00008,0.000800
19610206,-0.006000,0.004000,0.000100,0.00008,0.005600
19610207,-0.000300,0.004000,0.000200,0.00008,0.006500
19610208,0.009500,0.002100,0.002300,0.00008,0.001800
19610209,-0.002200,0.002600,0.003000,0.00008,0.011400
19610210,-0.007900,0.002500,-0.001800,0.00008,0.001500
19610213,-0.005400,0.004900,-0.001100,0.00008,0.000300
19610214,0.005700,0.003800,-0.002000,0.00008,-0.001000
19610215,0.007500,-0.001700,0.006700,0.00008,-0.003900
19610216,0.006100,-0.002000,0.001800,0.00008,-0.002700
19610217,-0.002500,0.004800,-0.000600,0.00008,-0.002300
19610220,0.004300,0.000500,-0.001100,0.00008,-0.002200
19610221,0.001000,0.003500,-0.003300,0.00008,0.005500
19610223,0.004200,0.000700,-0.001600,0.00008,0.006800
19610224,0.003600,0.000600,-0.001900,0.00008,-0.000300
19610227,0.007700,0.001400,-0.002200,0.00008,-0.003900
19610228,0.001900,-0.000100,-0.005400,0.00008,-0.002100
19610301,-0.000100,0.000200,-0.002800,0.00009,0.000400
19610302,0.006500,0.000000,-0.000800,0.00009,0.000900
19610303,0.001400,0.001500,-0.001700,0.00009,0.000500
19610306,0.001600,0.000800,-0.002700,0.00009,0.000600
19610307,-0.007200,0.004100,0.000300,0.00009,0.003100
19610308,0.000600,0.005200,-0.007800,0.00009,0.005200
19610309,0.000700,0.003700,0.007300,0.00009,0.003800
19610310,0.000700,0.000800,-0.000100,0.00009,0.003200
19610313,0.002500,0.000100,0.000100,0.00009,0.002200
19610314,-0.004000,0.003000,-0.001000,0.00009,0.003900
19610315,0.003700,-0.000500,0.000600,0.00009,0.001300
19610316,0.009900,-0.001200,-0.000100,0.00009,-0.001100
19610317,0.005800,0.000500,-0.003800,0.00009,-0.005700
19610320,0.004200,0.001300,-0.000400,0.00009,0.001100
19610321,-0.001500,0.002000,0.005500,0.00009,-0.003900
19610322,-0.001000,0.002300,0.005000,0.00009,0.000900
19610323,-0.003200,-0.002800,-0.001200,0.00009,0.005300
19610324,-0.001300,-0.001100,0.000400,0.00009,0.000400
19610327,-0.000700,0.004900,0.001100,0.00009,0.003200
19610328,0.000600,0.005700,0.001400,0.00009,0.007900
19610329,0.007700,-0.001100,-0.005300,0.00009,0.004000
19610330,0.002300,0.001700,-0.001900,0.00009,0.002700
19610403,0.007800,0.001600,-0.001400,0.00009,0.010600
19610404,0.000200,-0.000800,-0.003100,0.00009,-0.003600
19610405,-0.003100,-0.004300,0.005100,0.00009,-0.000200
19610406,0.002700,-0.003400,0.002900,0.00009,0.002000
19610407,0.005100,0.000400,0.000500,0.00009,0.005400
19610410,0.008200,-0.001200,-0.000400,0.00009,0.001300
19610411,0.000400,-0.002700,-0.001800,0.00009,-0.006600
19610412,-0.004600,0.000300,0.001200,0.00009,0.003100
19610413,0.000100,0.000800,-0.000800,0.00009,0.007100
19610414,0.002200,0.002900,0.000700,0.00009,0.003600
19610417,0.004700,0.001900,0.001800,0.00009,0.003900
19610418,-0.007400,0.003500,0.000200,0.00009,-0.001600
19610419,-0.005100,0.000200,0.003600,0.00009,0.000300
19610420,-0.000200,0.003600,-0.000600,0.00009,0.005000
19610421,-0.000200,0.002100,0.003100,0.00009,-0.000900
19610424,-0.022100,-0.003900,0.001200,0.00009,-0.008000
19610425,0.014600,-0.001100,-0.000200,0.00009,0.008200
19610426,0.004300,0.002300,0.003800,0.00009,0.007000
19610427,-0.001200,0.001700,0.003300,0.00009,0.004700
19610428,-0.003000,-0.003100,0.001900,0.00009,-0.001600
19610501,-0.002100,-0.000400,0.001000,0.00008,0.002000
19610502,0.007600,-0.000800,-0.001500,0.00008,-0.001100
19610503,0.008000,-0.000300,0.002500,0.00008,-0.002700
19610504,0.003900,0.000900,0.002200,0.00008,-0.001200
19610505,0.001500,0.003000,-0.002600,0.00008,-0.003200
19610508,-0.000600,0.007100,-0.002000,0.00008,0.005500
19610509,0.001100,0.002300,-0.000200,0.00008,0.000900
19610510,-0.000300,0.000400,0.000900,0.00008,-0.002700
19610511,0.000300,0.003900,-0.004600,0.00008,-0.003700
19610512,0.001200,0.000800,0.001500,0.00008,-0.000700
19610515,0.005500,-0.000200,0.003500,0.00008,-0.007600
19610516,0.004400,-0.001000,0.003800,0.00008,-0.005100
19610517,0.003300,-0.004000,0.005000,0.00008,-0.012400
19610518,-0.006300,-0.004400,-0.001600,0.00008,-0.007100
19610519,0.004600,0.000600,-0.001700,0.00008,0.000000
19610522,-0.006500,0.002200,0.002600,0.00008,0.003400
19610523,-0.001700,-0.000200,0.000700,0.00008,0.003400
19610524,-0.005200,0.003500,0.000500,0.00008,0.001400
19610525,-0.003000,0.005300,0.001600,0.00008,0.002700
19610526,0.006800,0.002100,-0.006000,0.00008,0.004400
19610531,0.001200,-0.001400,-0.002100,0.00008,0.001600
19610601,-0.000200,-0.004400,-0.002800,0.00009,0.000300
19610602,0.002000,-0.001700,-0.003700,0.00009,-0.003700
19610605,0.005100,-0.004500,0.000100,0.00009,0.001000
19610606,-0.002600,-0.002300,0.000300,0.00009,-0.000700
19610607,-0.004200,-0.006300,0.004600,0.00009,-0.005400
19610608,0.000700,-0.001000,-0.003100,0.00009,-0.006000
19610609,0.000100,0.005100,-0.000800,0.00009,0.005100
19610612,-0.007000,0.000800,-0.000900,0.00009,0.001600
19610613,-0.005400,-0.000900,0.001600,0.00009,-0.001000
19610614,0.002200,-0.000300,-0.001600,0.00009,-0.002400
19610615,-0.004400,-0.000900,-0.001200,0.00009,0.000700
19610616,-0.007900,-0.001400,-0.003100,0.00009,0.000100
19610619,-0.009300,-0.003900,0.000500,0.00009,-0.001700
19610620,0.008400,-0.002500,0.001600,0.00009,0.002400
19610621,0.000400,-0.000600,0.002000,0.00009,0.001500
19610622,-0.004100,-0.000400,-0.000200,0.00009,0.003200
19610623,0.003400,-0.001900,-0.000400,0.00009,0.001500
19610626,-0.010700,0.002500,0.001300,0.00009,0.001000
19610627,-0.000100,-0.001700,-0.003100,0.00009,0.000100
19610628,0.002100,0.000200,0.004400,0.00009,0.002400
19610629,-0.001200,0.000100,0.001900,0.00009,0.001100
19610630,0.001700,0.000300,0.001400,0.00009,0.001000
19610703,0.008400,-0.003600,-0.000900,0.00009,0.002200
19610705,0.006200,0.003100,-0.003100,0.00009,-0.000200
19610706,0.002900,0.003000,0.000800,0.00009,0.001900
19610707,-0.000700,0.000100,-0.002600,0.00009,0.005100
19610710,-0.000700,-0.000300,0.000200,0.00009,0.000400
19610711,-0.001200,-0.002500,0.004000,0.00009,-0.002900
19610712,-0.006000,-0.004300,0.003400,0.00009,-0.002400
19610713,-0.006800,0.000400,-0.000900,0.00009,-0.001400
19610714,0.006200,-0.001600,-0.000300,0.00009,0.000500
19610717,-0.007800,0.001500,-0.001600,0.00009,-0.001300
19610718,-0.006000,-0.002900,-0.000300,0.00009,0.001700
19610719,0.003800,-0.002400,-0.003300,0.00009,-0.002600
19610720,0.000400,-0.002300,0.001100,0.00009,0.001100
19610721,0.002000,-0.000700,0.001900,0.00009,0.001600
19610724,-0.000600,-0.001400,0.000000,0.00009,-0.002800
19610725,0.005700,-0.000200,0.000200,0.00009,-0.003000
19610726,0.008700,-0.001100,0.004900,0.00009,-0.004800
19610727,0.011000,-0.001900,0.000600,0.00009,0.000400
19610728,0.001500,-0.001100,-0.004100,0.00009,0.002000
19610731,0.000900,-0.000900,-0.000600,0.00009,-0.001100
19610801,0.008700,-0.002400,-0.002900,0.00006,-0.001000
19610802,-0.005500,0.000100,0.004600,0.00006,-0.005900
19610803,0.005300,-0.001000,-0.001800,0.00006,-0.000600
19610804,0.006100,-0.003100,0.004000,0.00006,0.001000
19610807,0.001100,-0.002500,-0.001100,0.00006,0.002400
19610808,0.002000,-0.002100,0.000700,0.00006,-0.002500
19610809,0.000000,-0.000300,-0.000700,0.00006,0.000800
19610810,0.003500,-0.001200,-0.001400,0.00006,0.002200
19610811,0.002000,0.000900,-0.004700,0.00006,0.000800
19610814,-0.005300,-0.000100,0.001300,0.00006,0.000900
19610815,-0.002000,-0.000300,-0.001200,0.00006,0.002300
19610816,0.003300,-0.000800,0.000100,0.00006,-0.000300
19610817,0.005200,-0.000300,0.000400,0.00006,0.002000
19610818,0.002700,0.000000,0.002700,0.00006,-0.000100
19610821,0.001600,-0.004100,-0.000500,0.00006,0.004500
19610822,0.000100,-0.000200,0.000900,0.00006,-0.001500
19610823,-0.006100,-0.001900,0.004000,0.00006,0.004400
19610824,-0.005500,0.001600,-0.001800,0.00006,0.004800
19610825,0.001300,0.001100,-0.000200,0.00006,-0.000700
19610828,0.000400,0.001500,-0.002500,0.00006,-0.000200
19610829,-0.000800,-0.000200,0.000300,0.00006,0.000600
19610830,0.004300,-0.000100,-0.001900,0.00006,0.002100
19610831,0.003300,-0.001600,-0.001200,0.00006,0.001100
19610901,0.002100,0.001700,-0.002300,0.00008,0.001800
19610905,-0.003400,0.001400,-0.001200,0.00008,0.001000
19610906,0.006600,-0.004500,-0.001200,0.00008,0.002000
19610907,-0.002200,-0.004500,0.002600,0.00008,-0.000600
19610908,-0.006800,-0.002500,0.001000,0.00008,0.001100
19610911,-0.008300,0.000200,0.002200,0.00008,-0.001600
19610912,0.009700,-0.000700,-0.001600,0.00008,0.003000
19610913,0.000200,0.000300,-0.002400,0.00008,-0.002000
19610914,-0.007500,0.002400,-0.000100,0.00008,-0.001900
19610915,0.001000,0.000700,-0.001200,0.00008,-0.000500
19610918,-0.006500,-0.002300,-0.002000,0.00008,-0.001500
19610919,-0.008000,0.000800,0.000500,0.00008,0.000200
19610920,0.004600,-0.002800,0.004400,0.00008,-0.001100
19610921,0.000400,-0.000200,0.000900,0.00008,0.003600
19610922,-0.004200,-0.001500,0.003800,0.00008,0.000600
19610925,-0.014200,-0.000800,0.003400,0.00008,-0.003800
19610926,0.000200,-0.001900,-0.001300,0.00008,-0.000500
19610927,0.010200,-0.000600,-0.006600,0.00008,0.001600
19610928,0.002000,0.001000,-0.002400,0.00008,0.004700
19610929,0.002800,0.003000,-0.002900,0.00008,0.003200
19611002,0.000300,-0.000500,-0.003300,0.00008,0.002600
19611003,-0.000800,-0.002500,0.001700,0.00008,0.001600
19611004,0.006600,0.001300,0.004400,0.00008,0.001500
19611005,0.008500,-0.001600,-0.002000,0.00008,0.002000
19611006,0.002700,-0.000400,0.001000,0.00008,0.002100
19611009,0.000100,-0.002300,0.000700,0.00008,0.002000
19611010,0.002600,-0.001100,-0.002300,0.00008,0.001300
19611011,-0.000100,-0.000300,0.005300,0.00008,0.000700
19611012,-0.000100,0.001700,-0.001000,0.00008,0.003400
19611013,-0.001400,0.001400,-0.000300,0.00008,-0.002000
19611016,-0.002600,0.001500,-0.002100,0.00008,0.001400
19611017,0.001000,0.000600,-0.000400,0.00008,0.003100
